Year,Table,County,Method of Delivery,Count,Percent
2011,14,Seneca,Repeat C-Sections,42,10.55
2011,14,Steuben,Repeat C-Sections,136,13.63
2011,14,Suffolk,Repeat C-Sections,3308,20.65
2011,14,Sullivan,Repeat C-Sections,109,13.59
2011,14,Tioga,Repeat C-Sections,50,10.42
2011,14,Tompkins,Repeat C-Sections,114,12.51
2011,14,Ulster,Repeat C-Sections,261,15.74
2011,14,Warren,Repeat C-Sections,83,13.81
2011,14,Washington,Repeat C-Sections,84,12.84
2011,14,Wayne,Repeat C-Sections,147,14.23
2011,14,Westchester,Repeat C-Sections,1730,16.15
2011,14,Wyoming,Repeat C-Sections,56,14.62
2011,14,Yates,Repeat C-Sections,25,8.28
2011,14,New York State,Vaginal After C-Section,3963,10.64
2011,14,New York City,Vaginal After C-Section,2275,13.47
2011,14,Bronx,Vaginal After C-Section,474,14.43
2011,14,Kings,Vaginal After C-Section,948,17.01
2011,14,New York,Vaginal After C-Section,267,11.89
2011,14,Queens,Vaginal After C-Section,490,10.49
2011,14,Richmond,Vaginal After C-Section,96,8.59
2011,14,Rest of State,Vaginal After C-Section,1688,8.29
2011,14,Albany,Vaginal After C-Section,54,10.80
2011,14,Allegany,Vaginal After C-Section,5,5.81
2011,14,Broome,Vaginal After C-Section,26,7.37
2011,14,Cattaraugus,Vaginal After C-Section,5,3.70
2011,14,Cayuga,Vaginal After C-Section,8,8.25
2011,14,Chautauqua,Vaginal After C-Section,7,3.21
2011,14,Chemung,Vaginal After C-Section,18,12.16
2011,14,Chenango,Vaginal After C-Section,6,8.82
2011,14,Clinton,Vaginal After C-Section,3,3.06
2011,14,Columbia,Vaginal After C-Section,11,12.79
2011,14,Cortland,Vaginal After C-Section,2,2.44
2011,14,Delaware,Vaginal After C-Section,4,6.67
2011,14,Dutchess,Vaginal After C-Section,41,9.95
2011,14,Erie,Vaginal After C-Section,157,9.92
2011,14,Essex,Vaginal After C-Section,3,7.14
2011,14,Franklin,Vaginal After C-Section,7,8.54
2011,14,Fulton,Vaginal After C-Section,7,7.45
2011,14,Genesee,Vaginal After C-Section,9,9.68
2011,14,Greene,Vaginal After C-Section,0,0.00
2011,14,Hamilton,Vaginal After C-Section,0,0.00
2011,14,Herkimer,Vaginal After C-Section,3,2.68
2011,14,Jefferson,Vaginal After C-Section,47,16.21
2011,14,Lewis,Vaginal After C-Section,4,6.90
2011,14,Livingston,Vaginal After C-Section,11,12.64
2011,14,Madison,Vaginal After C-Section,9,6.87
2011,14,Monroe,Vaginal After C-Section,139,11.50
2011,14,Montgomery,Vaginal After C-Section,6,6.25
2011,14,Nassau,Vaginal After C-Section,178,6.70
2011,14,Niagara,Vaginal After C-Section,24,5.73
2011,14,Oneida,Vaginal After C-Section,17,3.80
2011,14,Onondaga,Vaginal After C-Section,80,9.45
2011,14,Ontario,Vaginal After C-Section,16,12.50
2011,14,Orange,Vaginal After C-Section,116,14.22
2011,14,Orleans,Vaginal After C-Section,1,2.22
2011,14,Oswego,Vaginal After C-Section,18,7.79
2011,14,Otsego,Vaginal After C-Section,9,12.16
2011,14,Putnam,Vaginal After C-Section,7,4.22
2011,14,Rensselaer,Vaginal After C-Section,20,9.13
2011,14,Rockland,Vaginal After C-Section,151,25.08
2011,14,St Lawrence,Vaginal After C-Section,12,5.29
2011,14,Saratoga,Vaginal After C-Section,19,5.83
2011,14,Schenectady,Vaginal After C-Section,43,15.87
2011,14,Schoharie,Vaginal After C-Section,5,12.20
2011,14,Schuyler,Vaginal After C-Section,1,3.33
2011,14,Seneca,Vaginal After C-Section,5,10.64
2011,14,Steuben,Vaginal After C-Section,13,8.72
2011,14,Suffolk,Vaginal After C-Section,115,3.36
2011,14,Sullivan,Vaginal After C-Section,11,9.17
2011,14,Tioga,Vaginal After C-Section,3,5.66
2011,14,Tompkins,Vaginal After C-Section,15,11.63
2011,14,Ulster,Vaginal After C-Section,27,9.38
2011,14,Warren,Vaginal After C-Section,5,5.68
2011,14,Washington,Vaginal After C-Section,4,4.55
2011,14,Wayne,Vaginal After C-Section,17,10.37
2011,14,Westchester,Vaginal After C-Section,146,7.78
2011,14,Wyoming,Vaginal After C-Section,1,1.75
2011,14,Yates,Vaginal After C-Section,17,40.48
2012,14,New York State,Vaginal Deliveries,156546,
2012,14,New York State,Not Stated,1128,
2012,14,New York State,Total Births,239224,
2012,14,New York City,Vaginal Deliveries,79946,
2012,14,New York City,Not Stated,96,
2012,14,New York City,Total Births,118811,
2012,14,Bronx,Vaginal Deliveries,14083,
2012,14,Bronx,Not Stated,20,
2012,14,Bronx,Total Births,21283,
2012,14,Kings,Not Stated,36,
2012,14,Kings,Total Births,42546,
2012,14,Kings,Vaginal Deliveries,29834,
2012,14,New York,Not Stated,20,
2012,14,New York,Total Births,19210,
2012,14,New York,Vaginal Deliveries,12672,
2012,14,Queens,Vaginal Deliveries,20052,
2012,14,Queens,Total Births,30485,
2012,14,Richmond,Total Births,5287,
2012,14,Richmond,Not Stated,5,
2012,14,Richmond,Vaginal Deliveries,3305,
2012,14,Rest of State,Not Stated,1032,
2012,14,Rest of State,Vaginal Deliveries,76600,
2012,14,Rest of State,Total Births,120413,
2012,14,Albany,Total Births,3133,
2012,14,Albany,Vaginal Deliveries,2119,
2012,14,Albany,Not Stated,1,
2012,14,Allegany,Vaginal Deliveries,289,
2012,14,Allegany,Not Stated,37,
2012,14,Allegany,Total Births,471,
2012,14,Broome,Not Stated,6,
2012,14,Broome,Vaginal Deliveries,1305,
2012,14,Broome,Total Births,2076,
2012,14,Cattaraugus,Vaginal Deliveries,540,
2012,14,Cattaraugus,Not Stated,90,
2012,14,Cattaraugus,Total Births,904,
2012,14,Cayuga,Total Births,803,
2012,14,Cayuga,Vaginal Deliveries,568,
2012,14,Cayuga,Not Stated,1,
2012,14,Chautauqua,Not Stated,39,
2012,14,Chautauqua,Total Births,1398,
2012,14,Chautauqua,Vaginal Deliveries,860,
2012,14,Chemung,Vaginal Deliveries,734,
2012,14,Chemung,Not Stated,9,
2012,14,Chemung,Total Births,1046,
2012,14,Chenango,Not Stated,0,
2012,14,Chenango,Total Births,542,
2012,14,Chenango,Vaginal Deliveries,350,
2012,14,Clinton,Total Births,781,
2012,14,Clinton,Not Stated,2,
2012,14,Clinton,Vaginal Deliveries,501,
2012,14,Columbia,Vaginal Deliveries,354,
2012,14,Columbia,Not Stated,6,
2012,14,Columbia,Total Births,532,
2012,14,Cortland,Not Stated,4,
2012,14,Cortland,Vaginal Deliveries,301,
2012,14,Cortland,Total Births,461,
2012,14,Delaware,Vaginal Deliveries,303,
2012,14,Delaware,Not Stated,1,
2012,14,Delaware,Total Births,437,
2012,14,Dutchess,Not Stated,32,
2012,14,Dutchess,Total Births,2713,
2012,14,Dutchess,Vaginal Deliveries,1650,
2012,14,Erie,Vaginal Deliveries,6486,
2012,14,Erie,Not Stated,6,
2012,14,Erie,Total Births,9945,
2012,14,Essex,Vaginal Deliveries,218,
2012,14,Essex,Not Stated,2,
2012,14,Essex,Total Births,337,
2012,14,Franklin,Vaginal Deliveries,311,
2012,14,Franklin,Not Stated,10,
2012,14,Franklin,Total Births,531,
2012,14,Fulton,Total Births,520,
2012,14,Fulton,Not Stated,0,
2012,14,Fulton,Vaginal Deliveries,348,
2012,14,Genesee,Not Stated,1,
2012,14,Genesee,Total Births,606,
2012,14,Genesee,Vaginal Deliveries,408,
2012,14,Greene,Vaginal Deliveries,273,
2012,14,Greene,Not Stated,0,
2012,14,Greene,Total Births,412,
2012,14,Hamilton,Not Stated,0,
2012,14,Hamilton,Total Births,35,
2012,14,Hamilton,Vaginal Deliveries,27,
2012,14,Herkimer,Vaginal Deliveries,403,
2012,14,Herkimer,Not Stated,6,
2012,14,Herkimer,Total Births,658,
2012,14,Jefferson,Not Stated,18,
2012,14,Jefferson,Total Births,2277,
2012,14,Jefferson,Vaginal Deliveries,1663,
2012,14,Lewis,Not Stated,11,
2012,14,Lewis,Total Births,342,
2012,14,Lewis,Vaginal Deliveries,223,
2012,14,Livingston,Vaginal Deliveries,354,
2012,14,Livingston,Not Stated,1,
2012,14,Livingston,Total Births,503,
2012,14,Madison,Vaginal Deliveries,494,
2012,14,Madison,Total Births,710,
2012,14,Madison,Not Stated,6,
2012,14,Monroe,Vaginal Deliveries,5698,
2012,14,Monroe,Not Stated,3,
2012,14,Monroe,Total Births,8270,
2012,14,Montgomery,Not Stated,12,
2012,14,Montgomery,Vaginal Deliveries,364,
2012,14,Montgomery,Total Births,561,
2012,14,Nassau,Vaginal Deliveries,8477,
2012,14,Nassau,Not Stated,6,
2012,14,Nassau,Total Births,13994,
2012,14,Niagara,Not Stated,1,
2012,14,Niagara,Total Births,2133,
2012,14,Niagara,Vaginal Deliveries,1166,
2012,14,Oneida,Vaginal Deliveries,1675,
2012,14,Oneida,Not Stated,8,
2012,14,Oneida,Total Births,2614,
2012,14,Onondaga,Total Births,5317,
2012,14,Onondaga,Not Stated,2,
2012,14,Onondaga,Vaginal Deliveries,3667,
2012,14,Ontario,Vaginal Deliveries,761,
2012,14,Ontario,Not Stated,0,
2012,14,Ontario,Total Births,1045,
2012,14,Orange,Total Births,4724,
2012,14,Orange,Vaginal Deliveries,3189,
2012,14,Orange,Not Stated,84,
2012,14,Orleans,Vaginal Deliveries,268,
2012,14,Orleans,Not Stated,2,
2012,14,Orleans,Total Births,402,
2012,14,Oswego,Vaginal Deliveries,894,
2012,14,Oswego,Not Stated,6,
2012,14,Oswego,Total Births,1335,
2012,14,Otsego,Vaginal Deliveries,370,
2012,14,Otsego,Not Stated,9,
2012,14,Otsego,Total Births,518,
2012,14,Putnam,Total Births,827,
2012,14,Putnam,Not Stated,9,
2012,14,Putnam,Vaginal Deliveries,472,
2012,14,Rensselaer,Vaginal Deliveries,1095,
2012,14,Rensselaer,Not Stated,3,
2012,14,Rensselaer,Total Births,1598,
2012,14,Rockland,Total Births,4593,
2012,14,Rockland,Vaginal Deliveries,3319,
2012,14,Rockland,Not Stated,172,
2012,14,St Lawrence,Not Stated,73,
2012,14,St Lawrence,Total Births,1250,
2012,14,St Lawrence,Vaginal Deliveries,665,
2012,14,Saratoga,Not Stated,0,
2012,14,Saratoga,Total Births,2194,
2012,14,Saratoga,Vaginal Deliveries,1437,
2012,14,Schenectady,Vaginal Deliveries,1351,
2012,14,Schenectady,Not Stated,0,
2012,14,Schenectady,Total Births,1938,
2012,14,Schoharie,Vaginal Deliveries,178,
2012,14,Schoharie,Total Births,262,
2012,14,Schoharie,Not Stated,0,
2012,14,Schuyler,Not Stated,2,
2012,14,Schuyler,Total Births,197,
2012,14,Schuyler,Vaginal Deliveries,140,
2012,14,Seneca,Vaginal Deliveries,263,
2012,14,Seneca,Not Stated,1,
2012,14,Seneca,Total Births,350,
2012,14,Steuben,Vaginal Deliveries,688,
2012,14,Steuben,Not Stated,45,
2012,14,Steuben,Total Births,1116,
2012,14,Suffolk,Not Stated,10,
2012,14,Suffolk,Vaginal Deliveries,8721,
2012,14,Suffolk,Total Births,15727,
2012,14,Sullivan,Vaginal Deliveries,639,
2012,14,Sullivan,Not Stated,7,
2012,14,Sullivan,Total Births,949,
2012,14,Tioga,Total Births,489,
2012,14,Tioga,Vaginal Deliveries,288,
2012,14,Tioga,Not Stated,39,
2012,14,Tompkins,Not Stated,3,
2012,14,Tompkins,Total Births,942,
2012,14,Tompkins,Vaginal Deliveries,646,
2012,14,Ulster,Vaginal Deliveries,992,
2012,14,Ulster,Total Births,1583,
2012,14,Ulster,Not Stated,2,
2012,14,Warren,Not Stated,1,
2012,14,Warren,Total Births,582,
2012,14,Warren,Vaginal Deliveries,381,
2012,14,Washington,Not Stated,2,
2012,14,Washington,Vaginal Deliveries,400,
2012,14,Washington,Total Births,619,
2012,14,Wayne,Vaginal Deliveries,684,
2012,14,Wayne,Not Stated,2,
2012,14,Wayne,Total Births,968,
2012,14,Westchester,Not Stated,236,
2012,14,Westchester,Vaginal Deliveries,6107,
2012,14,Westchester,Total Births,10439,
2012,14,Wyoming,Vaginal Deliveries,256,
2012,14,Wyoming,Not Stated,1,
2012,14,Yates,Vaginal Deliveries,267,
2012,14,Yates,Not Stated,2,
2012,14,Yates,Total Births,328,
2012,14,New York State,Cesarean Deliveries,81550,34.25
2012,14,New York City,Cesarean Deliveries,38769,32.66
2012,14,Bronx,Cesarean Deliveries,7180,33.77
2012,14,Kings,Cesarean Deliveries,12676,29.82
2012,14,New York,Cesarean Deliveries,6518,33.97
2012,14,Queens,Cesarean Deliveries,10418,34.19
2012,14,Richmond,Cesarean Deliveries,1977,37.43
2012,14,Rest of State,Cesarean Deliveries,42781,35.84
2012,14,Albany,Cesarean Deliveries,1013,32.34
2012,14,Allegany,Cesarean Deliveries,145,33.41
2012,14,Broome,Cesarean Deliveries,765,36.96
2012,14,Cattaraugus,Cesarean Deliveries,274,33.66
2012,14,Cayuga,Cesarean Deliveries,234,29.18
2012,14,Chautauqua,Cesarean Deliveries,499,36.72
2012,14,Chemung,Cesarean Deliveries,303,29.22
2012,14,Chenango,Cesarean Deliveries,192,35.42
2012,14,Clinton,Cesarean Deliveries,278,35.69
2012,14,Columbia,Cesarean Deliveries,172,32.70
2012,14,Cortland,Cesarean Deliveries,156,34.14
2012,14,Delaware,Cesarean Deliveries,133,30.50
2012,14,Dutchess,Cesarean Deliveries,1031,38.46
2012,14,Erie,Cesarean Deliveries,3453,34.74
2012,14,Essex,Cesarean Deliveries,117,34.93
2012,14,Franklin,Cesarean Deliveries,210,40.31
2012,14,Fulton,Cesarean Deliveries,172,33.08
2012,14,Genesee,Cesarean Deliveries,197,32.56
2012,14,Greene,Cesarean Deliveries,139,33.74
2012,14,Hamilton,Cesarean Deliveries,8,22.86
2012,14,Herkimer,Cesarean Deliveries,249,38.19
2012,14,Jefferson,Cesarean Deliveries,596,26.38
2012,14,Lewis,Cesarean Deliveries,108,32.63
2012,14,Livingston,Cesarean Deliveries,148,29.48
2012,14,Madison,Cesarean Deliveries,210,29.83
2012,14,Monroe,Cesarean Deliveries,2569,31.08
2012,14,Montgomery,Cesarean Deliveries,185,33.70
2012,14,Nassau,Cesarean Deliveries,5511,39.40
2012,14,Niagara,Cesarean Deliveries,966,45.31
2012,14,Oneida,Cesarean Deliveries,931,35.73
2012,14,Onondaga,Cesarean Deliveries,1648,31.01
2012,14,Ontario,Cesarean Deliveries,284,27.18
2012,14,Orange,Cesarean Deliveries,1451,31.27
2012,14,Orleans,Cesarean Deliveries,132,33.00
2012,14,Oswego,Cesarean Deliveries,435,32.73
2012,14,Otsego,Cesarean Deliveries,139,27.31
2012,14,Putnam,Cesarean Deliveries,346,42.30
2012,14,Rensselaer,Cesarean Deliveries,500,31.35
2012,14,Rockland,Cesarean Deliveries,1102,24.93
2012,14,St Lawrence,Cesarean Deliveries,512,43.50
2012,14,Saratoga,Cesarean Deliveries,757,34.50
2012,14,Schenectady,Cesarean Deliveries,587,30.29
2012,14,Schoharie,Cesarean Deliveries,84,32.06
2012,14,Schuyler,Cesarean Deliveries,55,28.21
2012,14,Seneca,Cesarean Deliveries,86,24.64
2012,14,Steuben,Cesarean Deliveries,383,35.76
2012,14,Suffolk,Cesarean Deliveries,6996,44.51
2012,14,Sullivan,Cesarean Deliveries,303,32.17
2012,14,Tioga,Cesarean Deliveries,162,36.00
2012,14,Tompkins,Cesarean Deliveries,293,31.20
2012,14,Ulster,Cesarean Deliveries,589,37.25
2012,14,Warren,Cesarean Deliveries,200,34.42
2012,14,Washington,Cesarean Deliveries,217,35.17
2012,14,Wayne,Cesarean Deliveries,282,29.19
2012,14,Westchester,Cesarean Deliveries,4096,40.15
2012,14,Wyoming,Cesarean Deliveries,119,31.73
2012,14,Yates,Cesarean Deliveries,59,18.10
2012,14,New York State,Primary C-Sections,47813,20.08
2012,14,New York City,Primary C-Sections,23962,20.18
2012,14,Bronx,Primary C-Sections,4230,19.89
2012,14,Kings,Primary C-Sections,7893,18.57
2012,14,New York,Primary C-Sections,4524,23.57
2012,14,Queens,Primary C-Sections,6190,20.32
2012,14,Richmond,Primary C-Sections,1125,21.30
2012,14,Rest of State,Primary C-Sections,23851,19.98
2012,14,Albany,Primary C-Sections,584,18.65
2012,14,Allegany,Primary C-Sections,73,16.82
2012,14,Broome,Primary C-Sections,449,21.69
2012,14,Cattaraugus,Primary C-Sections,141,17.32
2012,14,Cayuga,Primary C-Sections,139,17.33
2012,14,Chautauqua,Primary C-Sections,293,21.56
2012,14,Chemung,Primary C-Sections,165,15.91
2012,14,Chenango,Primary C-Sections,108,19.93
2012,14,Clinton,Primary C-Sections,182,23.36
2012,14,Columbia,Primary C-Sections,115,21.86
2012,14,Cortland,Primary C-Sections,91,19.91
2012,14,Delaware,Primary C-Sections,74,16.97
2012,14,Dutchess,Primary C-Sections,606,22.60
2012,14,Erie,Primary C-Sections,1897,19.09
2012,14,Essex,Primary C-Sections,81,24.18
2012,14,Franklin,Primary C-Sections,107,20.54
2012,14,Fulton,Primary C-Sections,96,18.46
2012,14,Genesee,Primary C-Sections,103,17.02
2012,14,Greene,Primary C-Sections,86,20.87
2012,14,Hamilton,Primary C-Sections,6,17.14
2012,14,Herkimer,Primary C-Sections,135,20.71
2012,14,Jefferson,Primary C-Sections,330,14.61
2012,14,Lewis,Primary C-Sections,56,16.92
2012,14,Livingston,Primary C-Sections,81,16.14
2012,14,Madison,Primary C-Sections,106,15.06
2012,14,Monroe,Primary C-Sections,1485,17.96
2012,14,Montgomery,Primary C-Sections,97,17.67
2012,14,Nassau,Primary C-Sections,2931,20.95
2012,14,Niagara,Primary C-Sections,533,25.00
2012,14,Oneida,Primary C-Sections,514,19.72
2012,14,Onondaga,Primary C-Sections,963,18.12
2012,14,Ontario,Primary C-Sections,162,15.50
2012,14,Orange,Primary C-Sections,735,15.84
2012,14,Orleans,Primary C-Sections,68,17.00
2012,14,Oswego,Primary C-Sections,230,17.31
2012,14,Otsego,Primary C-Sections,82,16.11
2012,14,Putnam,Primary C-Sections,211,25.79
2012,14,Rensselaer,Primary C-Sections,294,18.43
2012,14,Rockland,Primary C-Sections,591,13.37
2012,14,St Lawrence,Primary C-Sections,285,24.21
2012,14,Saratoga,Primary C-Sections,427,19.46
2012,14,Schenectady,Primary C-Sections,357,18.42
2012,14,Schoharie,Primary C-Sections,42,16.03
2012,14,Schuyler,Primary C-Sections,33,16.92
2012,14,Seneca,Primary C-Sections,57,16.33
2012,14,Steuben,Primary C-Sections,227,21.20
2012,14,Suffolk,Primary C-Sections,3761,23.93
2012,14,Sullivan,Primary C-Sections,158,16.77
2012,14,Tioga,Primary C-Sections,106,23.56
2012,14,Tompkins,Primary C-Sections,179,19.06
2014,14,Bronx,Total Births,21309,
2012,14,Ulster,Primary C-Sections,339,21.44
2012,14,Warren,Primary C-Sections,118,20.31
2012,14,Washington,Primary C-Sections,142,23.01
2012,14,Wayne,Primary C-Sections,169,17.49
2012,14,Westchester,Primary C-Sections,2349,23.02
2012,14,Wyoming,Primary C-Sections,67,17.87
2012,14,Yates,Primary C-Sections,35,10.74
2012,14,New York State,Repeat C-Sections,33737,14.17
2012,14,New York City,Repeat C-Sections,14807,12.47
2012,14,Bronx,Repeat C-Sections,2950,13.87
2012,14,Kings,Repeat C-Sections,4783,11.25
2012,14,New York,Repeat C-Sections,1994,10.39
2012,14,Queens,Repeat C-Sections,4228,13.88
2012,14,Richmond,Repeat C-Sections,852,16.13
2012,14,Rest of State,Repeat C-Sections,18930,15.86
2012,14,Albany,Repeat C-Sections,429,13.70
2012,14,Allegany,Repeat C-Sections,72,16.59
2012,14,Broome,Repeat C-Sections,316,15.27
2012,14,Cattaraugus,Repeat C-Sections,133,16.34
2012,14,Cayuga,Repeat C-Sections,95,11.85
2012,14,Chautauqua,Repeat C-Sections,206,15.16
2012,14,Chemung,Repeat C-Sections,138,13.31
2012,14,Chenango,Repeat C-Sections,84,15.50
2012,14,Clinton,Repeat C-Sections,96,12.32
2012,14,Columbia,Repeat C-Sections,57,10.84
2012,14,Cortland,Repeat C-Sections,65,14.22
2012,14,Delaware,Repeat C-Sections,59,13.53
2012,14,Dutchess,Repeat C-Sections,425,15.85
2012,14,Erie,Repeat C-Sections,1556,15.66
2012,14,Essex,Repeat C-Sections,36,10.75
2012,14,Franklin,Repeat C-Sections,103,19.77
2012,14,Fulton,Repeat C-Sections,76,14.62
2012,14,Genesee,Repeat C-Sections,94,15.54
2012,14,Greene,Repeat C-Sections,53,12.86
2012,14,Hamilton,Repeat C-Sections,2,5.71
2012,14,Herkimer,Repeat C-Sections,114,17.48
2012,14,Jefferson,Repeat C-Sections,266,11.78
2012,14,Lewis,Repeat C-Sections,52,15.71
2012,14,Livingston,Repeat C-Sections,67,13.35
2012,14,Madison,Repeat C-Sections,104,14.77
2012,14,Monroe,Repeat C-Sections,1084,13.11
2012,14,Montgomery,Repeat C-Sections,88,16.03
2012,14,Nassau,Repeat C-Sections,2580,18.44
2012,14,Niagara,Repeat C-Sections,433,20.31
2012,14,Oneida,Repeat C-Sections,417,16.00
2012,14,Onondaga,Repeat C-Sections,685,12.89
2012,14,Ontario,Repeat C-Sections,122,11.67
2012,14,Orange,Repeat C-Sections,716,15.43
2012,14,Orleans,Repeat C-Sections,64,16.00
2012,14,Oswego,Repeat C-Sections,205,15.43
2012,14,Otsego,Repeat C-Sections,57,11.20
2012,14,Putnam,Repeat C-Sections,135,16.50
2012,14,Rensselaer,Repeat C-Sections,206,12.92
2012,14,Rockland,Repeat C-Sections,511,11.56
2012,14,St Lawrence,Repeat C-Sections,227,19.29
2012,14,Saratoga,Repeat C-Sections,330,15.04
2012,14,Schenectady,Repeat C-Sections,230,11.87
2012,14,Schoharie,Repeat C-Sections,42,16.03
2012,14,Schuyler,Repeat C-Sections,22,11.28
2012,14,Seneca,Repeat C-Sections,29,8.31
2012,14,Steuben,Repeat C-Sections,156,14.57
2012,14,Suffolk,Repeat C-Sections,3235,20.58
2012,14,Sullivan,Repeat C-Sections,145,15.39
2012,14,Tioga,Repeat C-Sections,56,12.44
2012,14,Tompkins,Repeat C-Sections,114,12.14
2012,14,Ulster,Repeat C-Sections,250,15.81
2012,14,Warren,Repeat C-Sections,82,14.11
2012,14,Washington,Repeat C-Sections,75,12.16
2012,14,Wayne,Repeat C-Sections,113,11.70
2012,14,Westchester,Repeat C-Sections,1747,17.12
2012,14,Wyoming,Repeat C-Sections,52,13.87
2012,14,Yates,Repeat C-Sections,24,7.36
2012,14,New York State,Vaginal After C-Section,4114,10.87
2012,14,New York City,Vaginal After C-Section,2274,13.31
2012,14,Bronx,Vaginal After C-Section,484,14.09
2012,14,Kings,Vaginal After C-Section,958,16.69
2012,14,New York,Vaginal After C-Section,308,13.38
2012,14,Queens,Vaginal After C-Section,444,9.50
2012,14,Richmond,Vaginal After C-Section,80,8.58
2012,14,Rest of State,Vaginal After C-Section,1840,8.86
2012,14,Albany,Vaginal After C-Section,66,13.33
2012,14,Allegany,Vaginal After C-Section,2,2.70
2012,14,Broome,Vaginal After C-Section,25,7.33
2014,14,Bronx,Not Stated,61,
2012,14,Cattaraugus,Vaginal After C-Section,7,5.00
2012,14,Cayuga,Vaginal After C-Section,5,5.00
2012,14,Chautauqua,Vaginal After C-Section,3,1.44
2012,14,Chemung,Vaginal After C-Section,20,12.66
2012,14,Chenango,Vaginal After C-Section,4,4.55
2012,14,Clinton,Vaginal After C-Section,5,4.95
2012,14,Columbia,Vaginal After C-Section,10,14.93
2012,14,Cortland,Vaginal After C-Section,2,2.99
2012,14,Delaware,Vaginal After C-Section,2,3.28
2012,14,Dutchess,Vaginal After C-Section,57,11.83
2012,14,Erie,Vaginal After C-Section,159,9.27
2012,14,Essex,Vaginal After C-Section,2,5.26
2012,14,Franklin,Vaginal After C-Section,11,9.65
2012,14,Fulton,Vaginal After C-Section,2,2.56
2012,14,Genesee,Vaginal After C-Section,9,8.74
2012,14,Greene,Vaginal After C-Section,8,13.11
2012,14,Hamilton,Vaginal After C-Section,0,0.00
2012,14,Herkimer,Vaginal After C-Section,7,5.79
2012,14,Jefferson,Vaginal After C-Section,44,14.19
2012,14,Lewis,Vaginal After C-Section,9,14.75
2012,14,Livingston,Vaginal After C-Section,2,2.90
2012,14,Madison,Vaginal After C-Section,5,4.59
2012,14,Monroe,Vaginal After C-Section,196,15.31
2012,14,Montgomery,Vaginal After C-Section,7,7.37
2012,14,Nassau,Vaginal After C-Section,193,6.96
2012,14,Niagara,Vaginal After C-Section,23,5.04
2012,14,Oneida,Vaginal After C-Section,27,6.08
2012,14,Onondaga,Vaginal After C-Section,73,9.63
2012,14,Ontario,Vaginal After C-Section,25,17.01
2012,14,Orange,Vaginal After C-Section,120,14.35
2012,14,Orleans,Vaginal After C-Section,8,11.11
2012,14,Oswego,Vaginal After C-Section,12,5.53
2012,14,Otsego,Vaginal After C-Section,8,12.31
2012,14,Putnam,Vaginal After C-Section,13,8.78
2012,14,Rensselaer,Vaginal After C-Section,33,13.81
2012,14,Rockland,Vaginal After C-Section,172,25.18
2012,14,St Lawrence,Vaginal After C-Section,14,5.81
2012,14,Saratoga,Vaginal After C-Section,27,7.56
2012,14,Schenectady,Vaginal After C-Section,38,14.18
2012,14,Schoharie,Vaginal After C-Section,4,8.70
2012,14,Schuyler,Vaginal After C-Section,4,15.38
2012,14,Seneca,Vaginal After C-Section,3,9.38
2012,14,Steuben,Vaginal After C-Section,15,8.77
2012,14,Suffolk,Vaginal After C-Section,119,3.55
2012,14,Sullivan,Vaginal After C-Section,17,10.49
2012,14,Tioga,Vaginal After C-Section,6,9.68
2012,14,Tompkins,Vaginal After C-Section,12,9.52
2012,14,Ulster,Vaginal After C-Section,17,6.37
2012,14,Warren,Vaginal After C-Section,5,5.75
2012,14,Washington,Vaginal After C-Section,6,7.41
2012,14,Wayne,Vaginal After C-Section,13,10.32
2012,14,Westchester,Vaginal After C-Section,146,7.71
2012,14,Wyoming,Vaginal After C-Section,9,14.75
2012,14,Yates,Vaginal After C-Section,9,27.27
2013,14,New York State,Vaginal Deliveries,153341,
2013,14,New York State,Not Stated,1623,
2013,14,New York State,Total Births,235274,
2013,14,New York City,Not Stated,51,
2013,14,New York City,Vaginal Deliveries,77753,
2013,14,New York City,Total Births,115994,
2013,14,Bronx,Vaginal Deliveries,14147,
2013,14,Bronx,Not Stated,7,
2013,14,Bronx,Total Births,21156,
2013,14,Kings,Total Births,41060,
2013,14,Kings,Not Stated,20,
2013,14,Kings,Vaginal Deliveries,28758,
2013,14,New York,Not Stated,8,
2013,14,New York,Total Births,18423,
2013,14,New York,Vaginal Deliveries,12113,
2013,14,Queens,Vaginal Deliveries,19424,
2013,14,Queens,Not Stated,14,
2013,14,Queens,Total Births,30074,
2013,14,Richmond,Not Stated,2,
2013,14,Richmond,Total Births,5281,
2013,14,Richmond,Vaginal Deliveries,3311,
2013,14,Rest of State,Not Stated,1572,
2013,14,Rest of State,Vaginal Deliveries,75588,
2013,14,Rest of State,Total Births,119280,
2013,14,Albany,Not Stated,1,
2013,14,Albany,Total Births,3137,
2013,14,Albany,Vaginal Deliveries,2086,
2013,14,Allegany,Not Stated,35,
2013,14,Allegany,Vaginal Deliveries,296,
2013,14,Allegany,Total Births,473,
2013,14,Broome,Not Stated,5,
2013,14,Broome,Total Births,2061,
2013,14,Broome,Vaginal Deliveries,1287,
2013,14,Cattaraugus,Vaginal Deliveries,551,
2013,14,Cattaraugus,Not Stated,89,
2013,14,Cattaraugus,Total Births,909,
2013,14,Cayuga,Not Stated,0,
2013,14,Cayuga,Total Births,741,
2013,14,Cayuga,Vaginal Deliveries,504,
2013,14,Chautauqua,Not Stated,55,
2013,14,Chautauqua,Vaginal Deliveries,821,
2013,14,Chautauqua,Total Births,1340,
2013,14,Chemung,Not Stated,14,
